WKT,Area
"POLYGON ((0.50254493275444 52.6863348704918,0.491022737864261 52.6712481321883,0.449278362865292 52.6603976834742,0.443722908508989 52.660364085347,0.432105043039262 52.6862391208305,0.443851472636098 52.6935062358553,0.50254493275444 52.6863348704918))",Wormegay
"POLYGON ((1.41895836326565 52.7936119983828,1.43877511033494 52.7854717818371,1.43513599632105 52.7753796246732,1.43132715861209 52.7717303273668,1.42509247235731 52.7657551733235,1.39297668393461 52.7858695933425,1.39865073616929 52.8017150887244,1.40255091529629 52.7976534404329,1.41895836326565 52.7936119983828))",Worstead
"POLYGON ((1.05715569587881 52.3791625215808,1.07230403055323 52.3765722524721,1.08903989936851 52.3718553752404,1.08890280541405 52.3715237341026,1.08456143771105 52.3693996651528,1.07945347681127 52.3597045894856,1.08223316287794 52.3546701858912,1.07806902328496 52.3446620233529,1.07537634857541 52.3436655236477,1.03043494040709 52.3489075144267,1.02833722194972 52.3526755720741,1.03534580607802 52.3724155814311,1.02620140496897 52.3782014996818,1.02620156056632 52.3782068486001,1.05524263266768 52.379489484926,1.05715569587881 52.3791625215808))",Wortham
"POLYGON ((1.37431319926754 52.4300805126684,1.38291717066025 52.4195997259339,1.360797820693 52.4089736681646,1.35667171095946 52.4032395735291,1.3405150754107 52.4057032364353,1.33320808790885 52.419228337427,1.34685710470684 52.4206089288028,1.3590806196067 52.4334334535781,1.37085034242228 52.434297194792,1.37431319926754 52.4300805126684))",Wortwell
"POLYGON ((1.13718376766656 52.6138934955372,1.13406243348462 52.600383577128,1.13139085982528 52.5888130315261,1.10771951702533 52.5909658266502,1.10171158204193 52.618242211168,1.12426180341811 52.6172319681941,1.13718376766656 52.6138934955372))",Wramplingham
"POLYGON ((1.18893576305509 52.5599204348522,1.20540439068624 52.5391318786888,1.19634285783529 52.5350836954399,1.17212108755065 52.5355097182882,1.15482451979677 52.5500949973561,1.16145968613415 52.5633476682769,1.1848137588621 52.5650431020255,1.18214741357269 52.5624386362122,1.18893576305509 52.5599204348522))",Wreningham
"POLYGON ((0.502004827927071 52.5797554472669,0.502955375940099 52.5766344048692,0.501350426801413 52.5705812732706,0.506293001096498 52.5656721328055,0.508819820964535 52.5573693616298,0.502942389539756 52.5457795307808,0.456027490934233 52.5359166201415,0.449981252397361 52.5416263623954,0.445577116669295 52.5538830530126,0.459805441257612 52.5659985337879,0.493844895494553 52.5811007123998,0.502004827927071 52.5797554472669))",Wretton
"POLYGON ((1.41859117856981 52.6920710945487,1.38533722995561 52.6925751756848,1.37661638023455 52.6968168289859,1.37243089415605 52.6976531529652,1.3794821846023 52.7031389142511,1.38451720502248 52.7024675977204,1.39220918143318 52.7030374053906,1.39571404970019 52.7064771251616,1.39389152047542 52.7091695800025,1.40120515111327 52.7143963344329,1.40310697794223 52.715620914613,1.40616096851523 52.7142063501626,1.40721018992994 52.7131696387993,1.40850265925455 52.7123546789787,1.40815571774544 52.7117698846349,1.40843717309501 52.7105392421286,1.40849277230554 52.7102961242703,1.40853629015492 52.7089223128605,1.4107875021537 52.7088117714293,1.41170755305519 52.7080532476427,1.4138217754184 52.7076667234438,1.41409856775228 52.7075190468739,1.41423108602793 52.7066079870593,1.41671889228194 52.7061209505762,1.41919926047426 52.7047973950695,1.42162857205659 52.7048847635269,1.42350740987581 52.7038696982757,1.42413726105765 52.7032567226899,1.42390251131505 52.7022873296279,1.4226571232154 52.6988608593267,1.42015716048956 52.6974799061681,1.41863961930065 52.6955515802297,1.41598571219327 52.6943825728908,1.41837246056136 52.6921340239606,1.41859117856981 52.6920710945487))",Wroxham
"POLYGON ((1.15587799374941 52.5954270844783,1.14765935570264 52.5844082124249,1.14510582850969 52.5831211314163,1.14999398398928 52.5715727075266,1.13487732863021 52.5667218167091,1.13230173141612 52.561196331438,1.12464779530603 52.5556878496412,1.11652008175558 52.5533799132703,1.11021273604791 52.5514688939194,1.10837765345517 52.5582107357416,1.08314429105016 52.5654528937065,1.08307724798096 52.5655442372497,1.0858405981519 52.5729057871288,1.10409304767697 52.5900944327668,1.10771951702533 52.5909658266502,1.13139085982528 52.5888130315261,1.13406243348462 52.600383577128,1.15587799374941 52.5954270844783))",Wymondham
"POLYGON ((0.977064003126932 52.6705822567195,0.97733012641241 52.6513500777716,0.955725730547717 52.6479568548742,0.94816644442238 52.6556515393226,0.953928850112544 52.6618813674642,0.964533668621243 52.6733409406743,0.977064003126932 52.6705822567195))",Yaxham
"POLYGON ((1.13260155426902 52.3303116372337,1.12641158573163 52.3157375454621,1.11218031188671 52.3119898434869,1.09485356209363 52.322935855683,1.09925780540447 52.334465021149,1.1167563869018 52.3372030347644,1.13260155426902 52.3303116372337))",Yaxley
"POLYGON ((1.39741424271736 52.5786822996376,1.39746917598316 52.5702374459087,1.38588994983848 52.5689374836644,1.37786573066518 52.5691326101521,1.36857029346094 52.5693730019477,1.3696401298764 52.5761342052874,1.37870906134513 52.5818257910923,1.39741424271736 52.5786822996376))",Yelverton
"POLYGON ((1.23545123051164 52.6409341236351,1.23545643597225 52.6407876887776,1.2341975278229 52.6396322926476,1.23254392378104 52.6384281692018,1.23138711714798 52.6373294485797,1.22827552307039 52.6349157819899,1.22719001127309 52.632202478364,1.22744251654649 52.6322196486144,1.22745675661712 52.6321320223044,1.22763148441052 52.6320759958949,1.22768057459049 52.6319397533408,1.2277678492015 52.6319005003878,1.22786135489283 52.6318655743147,1.22816462786488 52.631929255464,1.22842879455127 52.6319436377889,1.22869006659112 52.631838483138,1.22885188629204 52.6317477316437,1.22906289449749 52.6316826193923,1.2291636221219 52.6316654825647,1.22923035493181 52.6316483734195,1.22929380666576 52.6316268569021,1.22937229444595 52.63158874171,1.22944415388266 52.6315409142449,1.229490935604 52.6314937707283,1.22951490859967 52.6314580416717,1.22953326547021 52.6314062772411,1.22967509137782 52.6313250634936,1.22982140835199 52.6312446264165,1.23012450616521 52.6311455223433,1.23035296620062 52.6310565480674,1.23051264500264 52.6309587718142,1.22349324410018 52.6298741916961,1.22361096245013 52.6297653433546,1.22361208650194 52.6297203447294,1.2236073101545 52.6296755067505,1.22346181078165 52.6294456343851,1.22339066527549 52.6291013175883,1.22339326856276 52.6289357644062,1.22350166368518 52.6286009492844,1.22352707532233 52.6284239827609,1.22347459568362 52.6282329484426,1.22335901959742 52.6280481287531,1.22313369259748 52.6279787168794,1.22292736405266 52.6279465605546,1.22260226332086 52.6278870585623,1.22240709902177 52.6278258179562,1.22235787498095 52.6277794916257,1.222308561888 52.6277520542578,1.22225709070005 52.6277354679239,1.22220037932077 52.6277280177825,1.2221472119559 52.6277285654006,1.22210919091419 52.6277340969471,1.22203990681562 52.6277566677642,1.22195650880721 52.6278084021381,1.22186604604173 52.6278243543169,1.22181448556421 52.6278266567728,1.2217146020256 52.6278149850512,1.22151373696275 52.6277565962209,1.22138230759393 52.6277179024434,1.22101706497018 52.6275344775017,1.22081219103633 52.6275220639145,1.22063622421832 52.6275007693998,1.22049170087262 52.6274246577996,1.2203125990023 52.6272802359616,1.22015690078447 52.6271324792596,1.22003798234014 52.6270628656032,1.21988991111182 52.6270390126213,1.21972878699904 52.626998426628,1.21963604144765 52.6269631757866,1.21924104800137 52.6267769573741,1.21910185274887 52.6267330762207,1.21901954051423 52.6267191258322,1.21893929666276 52.626713213372,1.21876531143128 52.6267188430502,1.2186922448955 52.6267100372179,1.21861671459801 52.6266878079561,1.2185615708236 52.626661426999,1.21851409066415 52.6266186492439,1.21849584704664 52.6265714792461,1.21849822866996 52.626543534415,1.21851214665655 52.6265116785341,1.21854631915947 52.6264738758749,1.21878067973355 52.6263847634836,1.21907590975477 52.6262993917069,1.21937555611513 52.6262741560638,1.21942927377419 52.6262610036613,1.21948629548984 52.6262324722933,1.21952449632482 52.626189163623,1.21953418631752 52.6261601206463,1.2195320104455 52.6261305009935,1.21951957559127 52.6261020596836,1.21949379992808 52.6260730818043,1.21945615846923 52.6260435272368,1.21939042639253 52.6260138371748,1.21921259551753 52.6259871952792,1.21900496016626 52.62593708084,1.21838634269707 52.6256840920622,1.21820067742496 52.6256513661749,1.21800653289518 52.6256440524923,1.21706196950188 52.62570210031,1.21697448453848 52.6256981820589,1.21684438254957 52.6256774345955,1.21660281215057 52.6255877670845,1.21649470352263 52.6255646229814,1.21643255693089 52.6255636133473,1.21637093731058 52.6255697842153,1.21627120591711 52.6256003737029,1.21603173659769 52.6258011400459,1.2158692143083 52.6259629421282,1.21547474920859 52.6263073174391,1.21524948264196 52.6264600303663,1.21512942763905 52.6264956675211,1.21465367305358 52.6266183096477,1.21402086361092 52.6269367795181,1.21395096205376 52.626971054478,1.21387617488061 52.6269991665739,1.21379650211345 52.6270211157965,1.2136784154113 52.6270432086451,1.21318615804629 52.6270817555093,1.21309878109671 52.6270994166335,1.21303828178381 52.627120844823,1.2129542878151 52.6271644952852,1.21284667843149 52.6272690434923,1.21282343052398 52.6273551132462,1.2128062138825 52.6274428179847,1.21282010256957 52.6275314770803,1.212870212854 52.6277513580553,1.2129063688256 52.6278816823538,1.21301892760729 52.6281268487017,1.21307022339848 52.6282628487981,1.2059570781687 52.6271625787968,1.20103762124549 52.629772671853,1.19552442286775 52.6278929005942,1.19551673313913 52.6278902788629,1.19546109434793 52.6279780286209,1.19529451369216 52.6285311287312,1.19515428762272 52.630459520253,1.19596504583714 52.6352941033066,1.19587747045827 52.6359170149149,1.19541149935739 52.6374314991114,1.19279311224334 52.6414592696144,1.1921686645599 52.6423396056299,1.20130936862755 52.6417526843095,1.2013223062965 52.6417410027266,1.2045966656375 52.6415361299894,1.20457947259235 52.6416129345063,1.20451117154044 52.6420329788108,1.20441432522161 52.6423863482898,1.20433066885544 52.6428391898266,1.20421943106399 52.6432586022593,1.20415720310523 52.64360024288,1.20408247794463 52.6439125429403,1.20399944209069 52.6443941466642,1.20392666713505 52.6445714904831,1.20389051378173 52.6447037747702,1.20429106997392 52.6448638115914,1.20460843550326 52.6449982189384,1.20471943782109 52.6450401820019,1.20479653211387 52.6450632770375,1.20487920031569 52.6450817243563,1.2049807226628 52.6450951644304,1.20504328853192 52.6451015648577,1.20552220204486 52.6451200761411,1.20587296692665 52.6451249679498,1.20655372959495 52.6450732553614,1.20678533002837 52.6450660829039,1.20706513511544 52.6450710945161,1.20754933037826 52.6451011461452,1.20776988636913 52.6451248491022,1.20843542769898 52.6452084415404,1.20915785194995 52.6452410237426,1.20953216127998 52.6452443671337,1.2102405582383 52.6450452889364,1.21117201120043 52.6448032827907,1.21136894532474 52.6451298037771,1.21149276554544 52.645366573381,1.21277798699957 52.6450897754707,1.21348117532631 52.6449609688909,1.21486682996953 52.6447434774964,1.21496182207475 52.6447283078608,1.21606595747189 52.6445625279964,1.21673897630282 52.6444857924713,1.2178999623179 52.6443292436025,1.21934779851352 52.6441729806585,1.22054723967129 52.6440369449692,1.22176228715035 52.64391216419,1.22226048312468 52.6438509448859,1.22286062441366 52.6437887481102,1.2235879921025 52.6436673251937,1.22432101454298 52.6435223604697,1.22558202903237 52.6432191148908,1.2259614598252 52.6431314355154,1.22667922575514 52.6430003619921,1.22749359823025 52.642836073215,1.22876395126402 52.6425397337436,1.23101942471236 52.6420294424287,1.23199469938928 52.6418022754529,1.23309602771894 52.6415203966186,1.23459362997696 52.6411593340912,1.23545123051164 52.6409341236351))",Bowthorpe
"POLYGON ((1.32493244897485 52.6733090310954,1.32215508943896 52.6711813546258,1.32189839152115 52.6702747831872,1.32141962170954 52.6689175541421,1.32060482980376 52.6680837449703,1.31782025149354 52.6660487077418,1.31697536056194 52.6648159440708,1.31476217873265 52.6628790519616,1.31245976285851 52.6610017213337,1.31054104884392 52.6592278393129,1.30923646816975 52.6581220827539,1.30902818851718 52.6581181749372,1.3080137742112 52.6580991374151,1.30693546337589 52.6575010297136,1.30557171644331 52.656853770206,1.30438253605932 52.6560302874212,1.30357604398471 52.6554717822498,1.30319340036894 52.6552067910104,1.30257089597204 52.6544245909686,1.30238688124794 52.653230376537,1.30220077870199 52.6530863659993,1.30088920018375 52.6532257687289,1.29998007353177 52.6532897831143,1.29732953981207 52.6535210085043,1.29443039890759 52.6542798634503,1.29368321065801 52.6545308952711,1.2929697741537 52.6548178584925,1.2926009273462 52.6549279484251,1.28392010958242 52.6576756103022,1.28371220081846 52.657684073987,1.28343223395528 52.6576783463993,1.28290839178358 52.6576550960484,1.28049939848307 52.6573441240781,1.27918339075297 52.6571838925794,1.27915750368942 52.6571807396087,1.27729856636842 52.6565552871654,1.27649237989739 52.6580534566749,1.2757114220779 52.6591220996421,1.27473165033569 52.6606721603614,1.27390093282332 52.6621229035432,1.27321928743098 52.6634743335862,1.27278971861341 52.6650567512607,1.27228216998419 52.6666760862195,1.27228001014975 52.6666751170141,1.2720051627343 52.6671144130548,1.27149951522334 52.6679890838184,1.27106612753794 52.668702567114,1.27098713922861 52.6688333593189,1.2708225155687 52.6691643788906,1.27069010488133 52.6693919799637,1.27055219056049 52.6696053428975,1.27038998126971 52.6698301690727,1.27021159713906 52.6700563410446,1.26999502504947 52.6703060515392,1.26957234632341 52.6707476224442,1.26931389118765 52.6709912929787,1.2690818777058 52.6711928618494,1.26869227785172 52.6715031072284,1.26827401677974 52.6718060479097,1.26756984224911 52.6722230022785,1.26603182171581 52.6733419777533,1.26583985434158 52.6735055612963,1.26518935441912 52.6741665492958,1.26964397078117 52.6748046247265,1.27415016095135 52.6723317829889,1.28238609058985 52.6717683106002,1.29117400498256 52.6748791667792,1.2957761364561 52.6740225369145,1.29668537864028 52.6743668698831,1.29771649593281 52.6744433851944,1.2986918561542 52.674427909521,1.29966047904109 52.6742642162485,1.2998364305185 52.6749887074199,1.30010910058649 52.6760342776091,1.30014429960265 52.6766187899749,1.30018438311099 52.6768560073073,1.29934680083934 52.6769333103832,1.29818268996555 52.6770170046654,1.29727133840301 52.6770972467533,1.29725744181528 52.6770982749588,1.30029597680785 52.6776600243967,1.31499435052081 52.6725574693361,1.32493244897485 52.6733090310954))",Catton
"POLYGON ((1.30914550990407 52.6346443974513,1.30940706176916 52.6345435062945,1.30963705204538 52.6337042212511,1.3090103598638 52.6318775781742,1.30788693252826 52.6299458371401,1.30606723038301 52.627855067857,1.31106876649117 52.6267634183068,1.31192440007592 52.6264420310121,1.31276209681459 52.6258831825531,1.31360873893082 52.6254430564994,1.31366926860557 52.6236566705076,1.31471991734717 52.6233298004065,1.31534891113736 52.6225983057347,1.31559218531747 52.6219371035395,1.31567244368154 52.620009323591,1.31367034933632 52.6197898055895,1.31075742588232 52.6200497966407,1.30967031487205 52.6167834820277,1.30783356488833 52.6175734914302,1.30506749884744 52.6184836256266,1.30319265487028 52.6195472928755,1.30163719597125 52.6209589595625,1.29940250434948 52.621140258465,1.29700840640671 52.6218018728524,1.29385892252665 52.622819483095,1.29338171495515 52.6229736590362,1.29255222500018 52.6223423507244,1.2933139572654 52.6200472174009,1.29223886077404 52.6195798066126,1.2905087543384 52.6197112041128,1.29066076903492 52.6206945077658,1.28733181814448 52.6216906163677,1.28752355094997 52.6217682578697,1.28880999259139 52.6232792516618,1.29073486193784 52.624177585723,1.29052514919885 52.6242967630301,1.28820323709138 52.6256162090344,1.28609283860617 52.6274595035898,1.28529929489126 52.6286118311085,1.28500691280462 52.6299287128937,1.28486460245987 52.6308248329507,1.2848447255943 52.6309499898535,1.28480763832431 52.6311835212336,1.28515375449757 52.6318877872143,1.28503798345681 52.6319235007809,1.28516265450184 52.6320065190138,1.2861298439617 52.6331694576951,1.2873987049507 52.634442987008,1.28746547813238 52.6353334686744,1.29196309003713 52.6353274412799,1.29332921338523 52.6352894376784,1.29558693697897 52.6354050636833,1.29895376608678 52.6359656496011,1.30113625453516 52.6363807070784,1.30200989166263 52.6363794470176,1.30338505589244 52.6363774506676,1.30550494788855 52.6359613269665,1.30741172794502 52.635313160767,1.30914550990407 52.6346443974513))",City Centre
"POLYGON ((1.2905087543384 52.6197112041128,1.29127446667386 52.6184525266361,1.2916777062884 52.6178345168664,1.28690274465022 52.6108961496834,1.28185056473817 52.6125857709861,1.2818139896348 52.6125867851029,1.28185500776661 52.6126451380149,1.27863212661934 52.613983736081,1.27531593989483 52.6153843136113,1.27373755745121 52.6164987927806,1.2736340519318 52.6165631839748,1.27704959410152 52.6176564488506,1.28135949272724 52.619083801983,1.28601130558012 52.6211558650192,1.28733181814448 52.6216906163677,1.29066076903492 52.6206945077658,1.2905087543384 52.6197112041128))",City College area
"POLYGON ((1.37233235411038 52.6415724775529,1.36732737228006 52.6344478141257,1.36440184086468 52.6312681843702,1.35919011387329 52.6308807401019,1.35817474386932 52.6396729716335,1.35781967136212 52.642341823795,1.35991708298894 52.6441860363361,1.36078693006177 52.6466004834008,1.36299327686387 52.6473112160293,1.37222858316053 52.6427652519204,1.37233235411038 52.6415724775529))",Dussindale
"POLYGON ((1.2513852617955 52.6441914353972,1.25256530029658 52.643352976809,1.25715740850678 52.6419774364773,1.2594071855672 52.6417623761048,1.25932696746804 52.6382769865489,1.25799204482407 52.6374213929777,1.25785073946703 52.6355216263622,1.25804193272922 52.6341481131131,1.25937636211119 52.6328954193699,1.25941292185662 52.6328610984986,1.26033570770811 52.6321218165698,1.26309471817788 52.6310939756236,1.26308177447451 52.6296070931609,1.26336185238922 52.6268033637834,1.26401888904195 52.6238107624185,1.26330946340611 52.623473377349,1.26216122596788 52.6224936889701,1.26207485874212 52.6224419873742,1.26083118227554 52.6216974681165,1.25798446470915 52.6215378760376,1.25401866108346 52.6216441652003,1.25165558824707 52.6211475156253,1.24864685172215 52.6197132560263,1.24683500689883 52.6195920797314,1.24691999232591 52.6199250594381,1.24746615360765 52.6220648015567,1.2480595111209 52.6265466037127,1.24385291521825 52.6273989397436,1.24076075795785 52.6277808654549,1.23564839285188 52.6275044406807,1.23183009105128 52.6276157391574,1.23185280298128 52.6277032570994,1.23186949201828 52.6277090971543,1.23200308956077 52.6277369285063,1.23261186792016 52.6278147438565,1.23273067022933 52.6279625939659,1.23276184785593 52.6281047419563,1.23269126355628 52.6282298820826,1.23250344766168 52.6283888009375,1.23230024622708 52.6285796172487,1.23219211073082 52.628636530914,1.23203787819952 52.6287297779492,1.2317823169667 52.6287718284065,1.23157118667636 52.628975450893,1.23152523989125 52.6291340938012,1.23155415386091 52.6293257688542,1.23141872870132 52.6294535774275,1.23125730880882 52.629629761649,1.23108432398608 52.6297693872459,1.23093933742947 52.6298677771101,1.2308650613722 52.6299228664874,1.23085002635106 52.6299394653252,1.23084282999813 52.6299621458171,1.23084488125297 52.6299899701535,1.23086020841642 52.6300174322228,1.23088566279777 52.6300419198469,1.23094839178949 52.6300707864996,1.23113091583272 52.630120666848,1.23109224066678 52.6301774829092,1.23060199164218 52.6303041804724,1.23031631764323 52.6304189991785,1.23028389941039 52.6305206124498,1.23039409259247 52.6306920827786,1.23059168898921 52.6308260930648,1.23056510548525 52.6309266478549,1.23051264500264 52.6309587718142,1.23035296620062 52.6310565480674,1.23012450616521 52.6311455223433,1.22982140835199 52.6312446264165,1.22967509137782 52.6313250634936,1.22953326547021 52.6314062772411,1.22951490859967 52.6314580416717,1.229490935604 52.6314937707283,1.22944415388266 52.6315409142449,1.22937229444595 52.63158874171,1.22929380666576 52.6316268569021,1.22923035493181 52.6316483734195,1.2291636221219 52.6316654825647,1.22906289449749 52.6316826193923,1.22885188629204 52.6317477316437,1.22869006659112 52.631838483138,1.22842879455127 52.6319436377889,1.22816462786488 52.631929255464,1.22786135489283 52.6318655743147,1.2277678492015 52.6319005003878,1.22768057459049 52.6319397533408,1.22763148441052 52.6320759958949,1.22745675661712 52.6321320223044,1.22744251654649 52.6322196486144,1.22719001127309 52.632202478364,1.22827552307039 52.6349157819899,1.23138711714798 52.6373294485797,1.23254392378104 52.6384281692018,1.2341975278229 52.6396322926476,1.23545643597225 52.6407876887776,1.23545123051164 52.6409341236351,1.2354536524627 52.6409334872782,1.23596231941835 52.6413944528779,1.23685599399979 52.6422433123098,1.23700967000641 52.6423821110004,1.23734640253845 52.642657106029,1.23749190746807 52.6427853351147,1.23762836098392 52.6429111133674,1.23784233058826 52.6431453940102,1.23819118098648 52.643464124244,1.23819265652708 52.6434640839026,1.23843611346573 52.6437371292937,1.23877504911597 52.643961695904,1.23949339767808 52.644378241544,1.24021770095961 52.6448350913994,1.24077545245765 52.6451391056585,1.24133581724157 52.6454583350302,1.24200979942224 52.6457942379778,1.24263674332095 52.6460738657125,1.24369103453965 52.6464335228302,1.24453116792582 52.6466965098416,1.24517236799581 52.6468489236209,1.24627287640313 52.6471533300446,1.24690168447439 52.6472979799469,1.247653011733 52.6474995246859,1.24804728512457 52.6476119263967,1.24816492693773 52.647645442971,1.24741372201058 52.6451006062025,1.2481952326963 52.6437704105126,1.2513852617955 52.6441914353972))",Earlham
